OID_,VALUE,ZONE_CODE,COUNT,AREA,MEDIAN
176,1:112:5,176,81,8100,-2.877655397569017
177,1:112:9,177,260,26000,-3.82818971571735
178,1:112:23,178,350,35000,2.184879161639492
179,1:112:15,179,121,12100,-3.344013272145936
180,1:112:35,180,198,19800,-1.305872258594184
181,1:112:16,181,197,19700,-4.198307551882017
182,1:112:36,182,221,22100,-4.47955656843511
183,1:112:24,183,213,21300,-0.636790044924378
184,1:112:28,184,102,10200,1.016379480205117
185,1:112:29,185,233,23300,-0.28560583249249
186,1:112:37,186,607,60700,-0.820606343187297
187,1:112:42,187,128,12800,-2.208544928769141
188,1:112:38,188,69,6900,-0.963376395686794
189,1:112:43,189,181,18100,0.697034288213311
190,1:141:9,190,193,19300,-1.582140708765114
191,1:141:14,191,276,27600,-2.478067294857028
192,1:141:20,192,365,36500,2.056980193297756
193,1:141:15,193,786,78600,0.945797060019134
194,1:141:7,194,112,11200,1.323716548737777
195,1:141:10,195,103,10300,-0.868352497803799
196,1:141:11,196,86,8600,3.830478862312664
197,1:141:23,197,314,31400,-0.506184828999259
198,1:141:12,198,67,6700,3.546990917805132
199,1:141:2,199,54,5400,-0.74849055534434
200,1:141:19,200,15,1500,2.027885413752103
201,1:141:25,201,58,5800,-3.863981957188622
202,1:141:24,202,33,3300,-1.921902011034534
203,1:108:13,203,199,19900,-4.681378185489668
204,1:108:18,204,898,89800,-0.358081232515755
205,1:108:5,205,99,9900,-2.263755292301024
206,1:108:3,206,2280,228000,-0.299312878141224
207,1:108:17,207,176,17600,-0.151933299091361
208,1:108:11,208,843,84300,-2.575095519712554
209,1:108:1,209,913,91300,-0.869778149174381
210,1:108:7,210,1328,132800,-3.919462401185254
211,1:108:6,211,116,11600,0.19892659818482
212,1:108:14,212,595,59500,-0.381975540731702
213,1:108:16,213,67,6700,-2.935226516305871
214,1:108:12,214,590,59000,-2.150308237234666
215,1:109:38,215,124,12400,-3.361091460550971
216,1:109:29,216,176,17600,-0.316193842131678
217,1:109:30,217,207,20700,-2.01069305130934
218,1:109:21,218,108,10800,-1.190128919734442
219,1:109:16,219,339,33900,-3.676327215208902
220,1:109:22,220,146,14600,0.376666810851742
221,1:109:7,221,167,16700,1.430008062212402
222,1:109:39,222,347,34700,-3.244434875759517
223,1:109:35,223,479,47900,-3.254072510270344
224,1:109:28,224,235,23500,-5.063097426764729
225,1:109:44,225,191,19100,-6.193259765562729
226,1:109:27,226,598,59800,-0.918801955573923
227,1:109:26,227,241,24100,0.137565040760933
228,1:109:14,228,268,26800,-2.697604785012637
229,1:109:15,229,165,16500,-1.15065540884117
