CONTROL,KAMG_fl,Blue,Green,Red,RE1,RE2,RE3,NIR,RE4,SWIR1,SWIR2,NDVI,VH,VV,C,predicted
6:114:2,30,0.09091101990908021,0.07521426195202821,0.054868341257901326,0.08009265113974928,0.17609382491452416,0.21109813065580213,0.20687306787813667,0.2358571018154835,0.14982292567336636,0.07342803511899473,0.5745806981842022,-15.552749205380612,-10.283672390746995,7.103249999999999,27.169265448237773
6:206:8,30,0.09303866315173265,0.07478239531064707,0.05274202883062711,0.08220302924234014,0.1851871865477992,0.22354025712118608,0.2200231966892914,0.252538608922575,0.1552732624659515,0.07153882603705927,0.6124581171973524,-15.20610539553749,-10.256421755861009,7.103249999999999,28.29427419172195
1:270:20,40,0.1030513096920749,0.09258091569413965,0.0929774673054211,0.10765204882827296,0.1424898563339419,0.15940393575400025,0.1567304445527564,0.1798174791874183,0.19361845827214771,0.13734030139296782,0.2615401278252518,-17.8869076991957,-12.255897972217072,9.471,18.20731700524485
1:222:4,40,0.09658761463836689,0.0786704529767512,0.07490296522929452,0.0871958681525541,0.11724252855569885,0.13299880232129818,0.130160936920077,0.14944096301489754,0.19992832670116056,0.1465088938808929,0.26669282405992273,-19.003004363702107,-12.69969561356631,9.471,25.366156998104852
2:330:17,40,0.09229247207275376,0.07575993155186335,0.06296210203735854,0.08229183432172595,0.13775153568812085,0.1585567220970889,0.1530354890088085,0.17653596567861932,0.13402253265458702,0.07565561594943085,0.4158178174403313,-15.541115422435196,-10.856099018805052,9.471,23.93020161839819
2:331:16,40,0.10183724799198116,0.08318981129377566,0.08089902494541155,0.08905676694010978,0.11386516566751129,0.12791671292820364,0.12426574103429774,0.1434079221745618,0.18661569891562996,0.13762801282937415,0.20898073187803523,-18.327955553291844,-12.482151764411347,9.471,26.563652091226732
2:331:33,40,0.09601759797044518,0.07756602901906773,0.07379302210900153,0.08537832511598327,0.117292280126729,0.13281308883824872,0.12740384686210804,0.14806829665987387,0.16561799484425885,0.10684613147194852,0.26349509154158407,-16.31623359038867,-11.180187125530031,9.471,32.92724918918424
3:358:14,40,0.09643427850319529,0.08062883205208345,0.06654821461570956,0.08516817689662869,0.14110653073790252,0.16225965524578936,0.15857058605818572,0.17856380029325017,0.14204614839514149,0.08149474936092166,0.40897608255481027,-16.108470623670378,-11.553228974017111,9.471,19.182465304732585
1:198:1,50,0.08876368575308528,0.07503087026132335,0.06175382622760483,0.08990707486425412,0.1632680906335585,0.19200243131510134,0.18349307095843015,0.21532836738322728,0.16899866227465205,0.08978153405889118,0.4932798054622077,-15.83941956660931,-10.345252013752983,11.83875,28.37825337727989
1:228:2,50,0.09742896483842689,0.09060931790839295,0.06578761296429383,0.11064669142956354,0.21732862304520317,0.250598984829474,0.24477225004694825,0.2763117801293787,0.20029399890825067,0.10512022815090204,0.573302706431754,-16.001976476607194,-9.789730882529279,11.83875,22.29599979760394
1:229:7,50,0.09421662480065358,0.08527667891427493,0.06624182347417039,0.1037814649135115,0.1970380804495746,0.22629954879052502,0.2280101904972629,0.24927080915415098,0.2024984365790849,0.11521226198158713,0.5284375272952706,-16.77342792647761,-10.28490560690455,11.83875,21.75928907925955
1:234:10,50,0.0891215335877559,0.07721813661429007,0.0556345241276331,0.08934358658342166,0.1888605305415296,0.22798945027719403,0.22417482082637075,0.2550236923399702,0.15580403876654744,0.08032372080481881,0.5918677564407476,-15.81668424445482,-10.119026859209061,12.676125000000003,29.019248523578412
2:332:24,50,0.09821468893509983,0.07703758655395522,0.07169369498964434,0.07816323662210982,0.09616197718329637,0.10585421334548051,0.100645876017186,0.11816239295889978,0.16591760729316443,0.13290528910278004,0.16747021591434927,-19.044904196723497,-12.898502772022136,11.83875,28.14888537304611
2:332:7,50,0.09621432222085749,0.07596864535152545,0.07155880684721405,0.08028042232395344,0.1004486459371854,0.11246680573093468,0.10865672046551454,0.12659565209694787,0.16582391761002896,0.11591441929228699,0.20495222509223024,-17.913213640509724,-12.232508390785155,11.83875,28.36809115796442
2:330:14,50,0.09396096729114028,0.07740975370538467,0.06696007613489091,0.08471521178691425,0.13326753049491016,0.15337340614215494,0.14779898854871173,0.17165030327201194,0.14629892974179642,0.08600323748180096,0.3738450836402509,-15.8964762873124,-10.875118685390163,11.83875,24.330849177011906
3:211:9,50,0.09714984201240284,0.08126663709901671,0.07046518027830852,0.09065137684213168,0.14266402316862573,0.16432189891450066,0.16268249719715647,0.1857980437383059,0.19325013877641073,0.11777019173054852,0.3939215670974483,-17.10354585755473,-11.576905396092503,11.83875,20.76439254931903
4:347:13,50,0.09377969718129457,0.07955437722832734,0.06636979150310073,0.0849561367441331,0.14032137314746038,0.164086255363724,0.1588587865935762,0.18124841230895725,0.14778861056863857,0.0850536246005866,0.37212015977264723,-18.50532926475111,-13.171100878302807,11.83875,23.529408618108327
