CONTROL,KAMG_fl,Blue,Green,Red,RE1,RE2,RE3,NIR,RE4,SWIR1,SWIR2,NDVI,VH,VV,C,predicted
5:63:14,280,0.08322302868895147,0.06803712474406044,0.04222996721075653,0.06843477714916361,0.17845947386694602,0.21754410868983842,0.21158257233694622,0.23953804793127711,0.1070142922199125,0.04550315256350589,0.6633883073527111,-14.788693019566658,-10.054241276331348,82.08109650388081,105.41242221645354
6:169:16,280,0.08509518605303418,0.06814581537711513,0.042600355055694275,0.06711680601722216,0.1832838101609236,0.22851770512387726,0.2231328212627687,0.2489524498594665,0.10801503024200297,0.0453079693280615,0.6767363931665901,-14.549225161880232,-9.806683628748722,84.02529151996231,105.96109957664414
1:122:3,360,0.08308862919925586,0.06728049309900985,0.040658219498595556,0.06818388581627949,0.19672035300281865,0.25177033952480593,0.24600104684426702,0.28035618915055993,0.13143965697575596,0.05271560074898949,0.7136437366521953,-14.850714690490456,-9.307664513265433,100.11744094432733,114.53798358642722
2:73:13,360,0.08662742751191486,0.07067033796939193,0.04205913231370319,0.07123841508715176,0.1976927758223285,0.24178412082018683,0.23271359654925985,0.2689532355328035,0.12542461684370038,0.05092329122240401,0.6922108157074804,-15.04723000391479,-9.671400538582725,103.74885837774845,119.80307113933584
2:286:6,360,0.08747689396456523,0.07213152301809089,0.04635470315422476,0.07234912045238649,0.18932961361219508,0.2319829808548349,0.22171912905879776,0.2561547887361568,0.12068801891297451,0.05163999243345214,0.6536308293584451,-15.255691548448779,-10.510773369779,100.8387397459177,109.61422034063179
6:178:16,360,0.09164615524729039,0.07566026569440802,0.05037861080117461,0.07857933493978432,0.19926760959159848,0.2440432734611843,0.23829352273983279,0.26990096082102666,0.13217015394406356,0.05395318234325928,0.6486026759367925,-16.682748642395197,-11.173682694955922,111.1749803345009,102.66003109081106
1:136:20,330,0.08476336593718807,0.06984724885742571,0.04640166182390339,0.07368575602030887,0.16897343108472268,0.2042469960337924,0.19886040085854434,0.22748588205280046,0.12186281718009068,0.055244627154319985,0.6189992558721886,-14.639004055804365,-9.921693592761612,99.30706549221367,110.0584417094799
2:118:17,330,0.09116468366174255,0.07232135699223631,0.046017982669249974,0.07245982741532538,0.1831463717132975,0.2200189662423939,0.21232123635439926,0.24436617660839358,0.12444431714057204,0.052359097450998406,0.6429636427435282,-15.048597459599902,-10.205667853057296,99.20353712021685,110.40366954514592
2:53:16,330,0.09192982725983456,0.07413643750245695,0.05041277440248957,0.07728472697938518,0.18895386923850563,0.23197936102484104,0.22499688992495892,0.2596895133706035,0.1410434395935209,0.05916662934006993,0.6316380752985631,-14.732894624026144,-9.513504148498559,98.68658206902575,109.25766304095225
2:173:1,330,0.08636473485597057,0.07723536084934537,0.04520177574498202,0.07768281218554816,0.22517114358173335,0.28570342159197126,0.27508843689927653,0.3183207448131454,0.15038334956559912,0.059211780930653,0.7169505963705444,-15.164681878536454,-9.24087658594305,104.30463133716844,116.78992926694346
2:116:5,330,0.095762975684302,0.08064195240015658,0.049323227399499396,0.08202546614888426,0.21667124372994892,0.26596563802504597,0.25641999403210397,0.29578756591793615,0.14655000878956725,0.059149359696344384,0.6759987052769909,-15.07694981756403,-9.479556872288281,99.56140237451298,109.99778244749056
2:116:9,330,0.09260889391500499,0.07774518615800853,0.04824711624431491,0.07770864793113802,0.20485069734713762,0.2560080351084354,0.2501531184579857,0.2893312013708727,0.1487520860462058,0.06050239101868838,0.6740723694965708,-14.929052667871089,-9.341956979671611,94.54931412966899,109.88232943042165
2:230:2,330,0.08814184127439399,0.07516306731716342,0.044211245543947016,0.07653619746485275,0.21965883365238767,0.2800339476082498,0.26969669271750324,0.310086673699032,0.14976862256440174,0.0579598325432158,0.7158861438151501,-15.349658978248128,-9.608287753202047,101.37127595383276,113.46335354201565
2:229:5,330,0.08678174552127307,0.07377807087928157,0.04414902910924744,0.07556638367344912,0.21050122977112554,0.2614953247878418,0.25206261810108754,0.28921456650903893,0.1524909015597033,0.061731201429315506,0.7009421285570907,-15.29803886291048,-9.554343762748397,98.6028096463289,111.13913207426134
2:303:4,330,0.08862451207875717,0.0711851753857941,0.043470879506058574,0.07011668191442669,0.20870134068496748,0.2675819692681173,0.25682746711187976,0.2988525400749147,0.13652512298749067,0.053314466644380165,0.7038322076048946,-15.187975753829381,-9.919056301824442,98.27741290366386,111.75496770143897
4:138:34,330,0.09340177554610873,0.08039661437963287,0.05290580248636939,0.08480369727456075,0.20754353676427142,0.25549367306752163,0.2502521747652526,0.2839350965961096,0.15189174892667182,0.06639489582184377,0.645139757062186,-15.959039142171928,-10.406679421547828,102.19178422403778,103.36175817021302
2:303:16,410,0.08604554690472112,0.06935070114453001,0.04257401941008975,0.07055405707858403,0.1890167765607483,0.23597013767334382,0.22891228617374987,0.26323104410626913,0.13024266943390983,0.05242212621375154,0.6824750882728139,-15.358689914040735,-10.134071465535987,114.05649867194437,115.06742925858795
1:114:40,150,0.08379974011745046,0.07045136131851513,0.0458079394316322,0.0785213988400842,0.20455583739515837,0.2545417987114848,0.2474365846379539,0.28168080743636703,0.14274931004083202,0.06180008052513807,0.6841655292404815,-15.278114402550512,-9.668181092401035,48.21589574318602,63.947316579632606
1:114:49,150,0.08194412483602032,0.065987097141458,0.040187364318816365,0.06827838528485855,0.1995075113265465,0.25238663075136814,0.24006862032306175,0.28085748015747386,0.1328232493447044,0.054830050636175694,0.7101065969928665,-15.050731512584276,-9.48969340563331,51.876439565661755,76.78418476902527
2:27:42,150,0.09008425277376383,0.07750497027539746,0.046373483319431585,0.07644180430590986,0.22339883612925834,0.28387526463345913,0.27568657627995113,0.3167031788054069,0.15277894621143048,0.06167508087537173,0.7070435353063373,-15.177691118204752,-9.385785228054239,50.85699855948761,82.23441962369954
2:181:28,150,0.0943800934483966,0.08170686009338585,0.06325214692886055,0.09721695749189549,0.19882897625433626,0.23724016857737618,0.23707654265517444,0.264951902867541,0.2003329694250644,0.10217946131200943,0.5779150500555253,-18.52609844875907,-13.378195177740201,48.9545241680191,46.210419763425215
2:211:29,150,0.0900545173081473,0.0772647930218153,0.047269595879917595,0.08631633476225581,0.23066723467453307,0.2858439978859871,0.2727719551676679,0.32434788491520067,0.168463279975474,0.06964468646274623,0.7023547545045952,-15.31717801420802,-9.490128725239991,49.65847354249905,59.22407884771413
4:275:17,150,0.09121144512142582,0.07587881285016966,0.04737774208245149,0.07793464594006425,0.21476780527964595,0.27099272291865645,0.26291175281460305,0.3024691394831075,0.15010076771450537,0.06024887013339601,0.6930007225667807,-14.329119819378716,-8.927864667010088,50.32217188340101,77.86472189744997
4:177:22,150,0.09975265650007584,0.08885500724106611,0.0637561123528781,0.09192281950477173,0.21093422386842342,0.2551317352722486,0.24951061519763487,0.2830050657056384,0.15894198206196714,0.07749808891995948,0.5944189848877545,-15.52002224177277,-9.849514205648557,48.82890120505078,59.836685798447945
5:49:58,150,0.08261356444782228,0.06689620165719218,0.04331706318329497,0.06863926590168444,0.16995887168938045,0.20710719251090917,0.19918753209414922,0.22818711765792568,0.10821120068897049,0.04783481119488763,0.639563092562261,-14.321722397953199,-9.824411977904195,47.31377168725222,75.10647386270053
6:56:25,150,0.09332420683597885,0.0799020287715446,0.05492277614411251,0.08632663417196001,0.20975682361857015,0.25446969315364526,0.25025232121403024,0.28603752173819497,0.1653689966745949,0.0736686514538193,0.636912101515101,-17.191962242774842,-11.674338977411736,47.208425665257074,55.61838428261223
1:192:4,190,0.08437151940502512,0.0727303938766091,0.04815670546705347,0.08176386382966688,0.20289276862062333,0.24975736179434033,0.24255472119770843,0.28001628998117695,0.1582372461122924,0.06823734323671407,0.6677485762362821,-16.046951306831744,-10.5551713746282,59.05433693649839,63.058026769961614
1:130:15,190,0.08364480632421634,0.0704397921489716,0.046550412228834166,0.07776254473970544,0.20583755704163118,0.25484729504235915,0.24545587633904206,0.2805031937486458,0.15303399401785744,0.0706993505400896,0.6762719767353126,-15.618402216020874,-9.857702133411339,62.79415265425774,74.86405166571464
1:114:44,190,0.08386541371736535,0.07044775890164254,0.044877679047563235,0.07914368814183294,0.20901602505678576,0.2621867892795989,0.2545481439690651,0.2925155632678153,0.15470312722127205,0.06669924414430861,0.6971711121668049,-15.847011373030057,-10.258573224819163,60.07816317414426,70.30441666843244
1:129:24,190,0.08166268482115892,0.06599178197230574,0.03940586347825356,0.06812276922166563,0.21653666049124298,0.2804928799920191,0.26805881264589637,0.3117794521675487,0.1381021123945689,0.05486756510804347,0.7394686493006255,-15.354191141139077,-9.983621963509933,59.61145808656587,76.12008257519379
2:175:8,190,0.09100459719270432,0.07840607096344417,0.04723041243680438,0.0826361826401285,0.25530830634334517,0.32772000780417987,0.3198151198816158,0.3605451981869413,0.1704459328854235,0.06811027668354226,0.7408629138006385,-17.42157395485138,-11.695283555008386,58.68787275450233,69.03044199085856
2:154:7,190,0.08834221758277193,0.07300341952555182,0.04598205991619881,0.07444634311303112,0.1913933761205345,0.232167935480894,0.22600765044578797,0.257411447694774,0.13678397322955238,0.05591652786492793,0.6610420570207475,-15.00280848242763,-9.821734444915483,58.7451490891792,79.43162392110936
2:204:2,190,0.08467735899716347,0.06920122913975424,0.04180991138411281,0.07322203846441946,0.21891263359873564,0.277601128240441,0.26926283970102544,0.31022956416985636,0.15049954681014624,0.05945066583590935,0.7293774735241219,-15.005106183498995,-9.460308035898452,61.358463285601196,83.8170950787216
2:204:8,190,0.09027919005985832,0.07832186922477616,0.0462974970770861,0.08005450615501301,0.2208266336301762,0.2767625849894597,0.2672796388075392,0.30719513722807884,0.15661488419579864,0.06388341831159412,0.7026606536667335,-15.103599224387612,-9.55948328243444,60.446448239675185,87.30338850936396
2:280:1,190,0.08691249867687317,0.07258000635372255,0.04389625856407566,0.07474834454959976,0.2289603150246226,0.2956897492584739,0.2855519827687998,0.33100003445086706,0.15341681037773333,0.06037687511544857,0.7320047776540506,-15.14092812458943,-9.676325488548466,61.76018107936663,82.27213052968594
2:435:9,190,0.09051906296748982,0.07958392585462969,0.05025396609670053,0.0905081510250593,0.2199682793616121,0.26549366097745736,0.25617859276545535,0.2959433606399492,0.17096619906014945,0.07692182480894175,0.6703108380550525,-15.86574949713151,-10.048633979957804,57.70378272735889,65.42284363204458
2:397:11,190,0.09200262470191711,0.07463822641229845,0.05809720672056669,0.07874897945741564,0.14198888802662588,0.1653641237928439,0.15758267965217146,0.18203499086450248,0.151227142213202,0.09466411639191409,0.4482098655313162,-16.778724850494434,-11.424685115089469,47.82203842494656,62.09751043176906
3:7:33,190,0.08932262734222375,0.07666276656176702,0.056709056271076544,0.090075284594835,0.18537917767833734,0.22234211073540808,0.21863291843636506,0.25001409297905713,0.17295414292437636,0.08262903040014785,0.5859391589904724,-15.778919972528938,-10.516948740872122,59.74792240278879,58.71248492000066
4:177:33,190,0.09575284436455578,0.08363999967511418,0.05478815383258026,0.0905103084312965,0.23647125806149596,0.29428323173044646,0.2897110992665602,0.32926144350554637,0.16703612465444884,0.07155206643038034,0.6803229659725241,-15.033295834681219,-9.004794400831628,60.396782731704754,67.09059318080818
1:208:22,230,0.08269769430033382,0.0667707445237742,0.04060440245680014,0.06942531119281739,0.22151769900956045,0.2808656057910455,0.27012903652926307,0.31286793594201506,0.13854277929382597,0.053811145799123425,0.7346078895768033,-14.465327688667495,-8.856295625345295,72.09590088110492,87.177983393645
1:129:32,230,0.08273752825503665,0.0678805948414399,0.04161545788862837,0.07240731700436312,0.21084765613284714,0.2662618765067102,0.25798460403003703,0.29486280075350824,0.1366716567641401,0.05654481811846765,0.7171396480162479,-14.933117684247692,-9.481284800789851,71.45558095211385,94.5736298701994
1:129:50,230,0.0823279256210393,0.06741813687267247,0.042201505687311805,0.07079367256468619,0.18559940797152513,0.23108382435718292,0.22109689486628392,0.2542839626059055,0.11489729466202964,0.048638371819794565,0.6785522297071713,-14.952678667954586,-10.228827775504366,69.82815241942163,92.39463876498107
1:129:39,230,0.08085607321552596,0.0648224858614151,0.038590999365560014,0.06585368916755613,0.20270378534586,0.2585917324975982,0.2442652584695406,0.2906041824537409,0.13258525321294967,0.05395715030515952,0.7204254355714177,-15.63540103648215,-10.11422651400143,73.56341889610661,86.19224669893111
2:68:15,230,0.09263109270971913,0.07906383400647342,0.05106670463497478,0.0825308086463434,0.20905809830101751,0.2521840540510536,0.24641112379710697,0.28041408916761634,0.14781665067374347,0.06300467352932389,0.6549019661666596,-15.18025915106434,-9.655196166770851,69.02477440980064,87.43258125973581
2:118:18,230,0.090754863626027,0.07824076857515345,0.04724599675906646,0.08046529749149639,0.2189317640309516,0.27652188097358354,0.2673494097163143,0.3108012249145855,0.1531875174467142,0.06231947054534305,0.6971492282636721,-15.067581834216027,-9.31474227851019,75.84771033520387,92.56134782257266
2:119:5,230,0.09639036676782316,0.08236198735541639,0.05359990902619221,0.08838935555279516,0.1927426196270006,0.23151851122562295,0.22120574405693358,0.25496821537783304,0.13840951585103192,0.060429990710484695,0.6095424203246215,-15.06456183456666,-10.165683852996478,70.4873924587254,89.99921474811717
2:173:23,230,0.08568191595855035,0.07305240215720507,0.042911346919782586,0.07550360573225533,0.23041972723639148,0.29434536419247254,0.2841531807028083,0.3283951707294737,0.15226432301031426,0.0589574160555824,0.7364391905719399,-15.290330887215221,-9.649042275498386,71.46051391634242,87.39316496825947
2:123:2,230,0.08994813913202243,0.07839776288906174,0.04729211741038609,0.0813320363902815,0.2224790250726649,0.28625587820338294,0.2711928980933984,0.31805252063883555,0.14962487428979324,0.059761210110438855,0.70013725960144,-14.838255644394996,-9.54529265029737,70.33900186941234,92.1943406273032
2:280:21,230,0.08485211714127247,0.07032241559466024,0.04178263435079554,0.0726561865512312,0.21857670752536465,0.2732245327142312,0.26290105993322677,0.30592776540773037,0.15058146976788056,0.060619834888737845,0.7251867619390953,-15.346282211846786,-9.708619470230586,71.1114196664253,89.46427366398153
2:277:3,230,0.08483887238693628,0.07009935164617973,0.04158959838778037,0.07470719382146482,0.22205118222621428,0.2813637293925722,0.2685512595828434,0.31205580817127415,0.15697669707031323,0.06226854944075573,0.7301226107419897,-15.224312989020133,-9.609945278535994,73.56166667394093,88.45991107142329
2:250:28,230,0.08548573964278487,0.06961419985417713,0.04192199608869368,0.07259442773739112,0.2168749874930802,0.27719319449787605,0.26481425793790947,0.30800477261321896,0.14940651735033125,0.05898865410228368,0.7264256188437551,-14.543226180173502,-8.983201087928153,71.0900603188881,87.49844907644058
4:303:9,230,0.0945163308816997,0.07966856592902351,0.05859858401103633,0.0855770301611201,0.1915250684621931,0.23629939180019166,0.23006327101530652,0.2613015260194995,0.1776693398685634,0.09433371303971953,0.5880843416998247,-17.66960470121675,-11.523593120335024,68.63516965673674,67.26166513674465
5:42:11,230,0.08586381018452517,0.07365841863260765,0.04597059679795244,0.08655173447381015,0.21630182913794582,0.2653328674678581,0.25738684690778474,0.2966812919041055,0.1553827935575796,0.06700075607328407,0.6953490989965795,-15.490388840538294,-9.955101884566227,70.40412127378463,76.17809280910522
6:242:16,230,0.08861186861108908,0.07230595814178421,0.04545660036505493,0.07074869548118241,0.2003015138161983,0.2510025403192933,0.24683581796497384,0.2788594221395746,0.13021540728063463,0.05364238533499543,0.6870794216481105,-14.900178304359816,-9.787546677348042,70.03999561117611,91.14627334943039
6:228:17,230,0.09053954688887429,0.07501698929281941,0.048813732798212404,0.07498347552542306,0.2046117493237748,0.2536478907178773,0.24789191226520235,0.277277156994811,0.12876713440194737,0.05291866785561752,0.6690976920803822,-15.728604410607991,-10.736101923579994,69.9113820446095,84.59474101420474
6:202:2,230,0.0926736477339333,0.0778682689421119,0.05246189853744447,0.08179557564077915,0.19325464135303377,0.2333714029278197,0.2260195072326601,0.25757902552291817,0.1429525972162603,0.0622157531840801,0.621234289209919,-15.51635879356757,-10.436290483881955,72.48632788414211,84.36955085397548
7:34:63,230,0.09278742088823184,0.07815743768783172,0.05420320754071129,0.08412793246029472,0.18236239582024272,0.21756877817979492,0.2146000014418061,0.23752470415765026,0.13552726175516697,0.06716510700325999,0.5968828908118852,-15.854487692650821,-10.697110636554397,70.21007400633287,78.34841264280836
1:57:27,300,0.08388935854713139,0.06996472072503522,0.044812675266909144,0.07557195004220454,0.18753105441636084,0.23076201046994008,0.2250361682226411,0.2575539724612611,0.1299685446297597,0.05602753553101803,0.6670889021890675,-14.900141746578532,-10.057560959322583,90.71208438535726,93.54714888381254
1:1:40,300,0.0843520803282867,0.06936527125988555,0.04136361751317808,0.07177014141018932,0.2051109451835569,0.2613509440984344,0.2517313488269085,0.28958767546337727,0.13179414202897577,0.053873769890104325,0.7133324915980883,-14.962165318481476,-9.588375968367805,90.96475880469649,109.18703368689783
2:67:28,300,0.09207809681467094,0.07770962941313796,0.04978071076513445,0.08139104108153318,0.20727150880423062,0.24823877448501686,0.24071670131926032,0.2757894690270079,0.15056224833326942,0.06354285057207974,0.6565317693840306,-14.879248695232208,-9.536628791517959,85.7131840927536,97.62221913323798
2:28:8,300,0.08383536324543418,0.068869684030028,0.0408547313861089,0.07048188877254659,0.20779513117479778,0.2593107877898564,0.2520134779687943,0.2897658021528897,0.14556052304497513,0.06004279854231513,0.7188080567112246,-15.265283024052609,-9.848564004852237,91.36423573420811,106.21923181301689
2:69:20,300,0.0932488358932511,0.08037845906121688,0.05167393930030698,0.08184631792595665,0.21636055822031044,0.26441290512139176,0.25367336999501694,0.293160631293162,0.1598497281355863,0.06698439622322971,0.6607553243684448,-15.098478358873056,-9.954148203063705,87.87179143268581,97.87510559687466
2:95:32,300,0.09424657439723408,0.08059461800477098,0.04865789110677161,0.08469898728859471,0.21940812794630965,0.27740106103998685,0.26881303576453314,0.3108532908599091,0.15443052029967638,0.06307520573520954,0.6912589362155085,-15.307097257182004,-9.783519530711926,90.48574891590869,109.05731388676006
2:202:21,300,0.08691376082937444,0.07284290367740767,0.04681160744850758,0.07655587972040666,0.20328903171169818,0.2526332365852492,0.2429577206256287,0.28158908301197716,0.1347004516132686,0.05516019154511455,0.6744073574383807,-15.140026250061204,-9.830986857771745,84.71182758234738,99.17877423499111
2:18:24,300,0.08772869775214137,0.07185349331662105,0.047597372323707796,0.07197694194900814,0.16475412934387396,0.19738424225890452,0.1892088584859394,0.21762069905763237,0.11033402608070453,0.04970416265286649,0.5973752797270501,-14.667627655815519,-10.159249615358764,82.27694473671406,104.60624842428851
2:10:11,300,0.08015517876610699,0.06498372903160816,0.0396384961152787,0.07029504771734721,0.21166896870590915,0.27171902599200015,0.26401443073926995,0.30033691014969044,0.13935773752772004,0.055253683377620384,0.7373247145812324,-15.09810063710222,-9.467555174545348,85.19675586245614,99.44283823053198
2:173:21,300,0.08544534395738893,0.07211697077821423,0.04235217470661419,0.0760211503778807,0.21986180309601555,0.27300466775178067,0.25946041730457997,0.29787121303623276,0.1463136578430769,0.05785131611077329,0.7189577586891238,-15.553752773647092,-10.238073250984007,92.92073022781922,103.83322972535504
2:173:16,300,0.08759481446035461,0.07651263455209276,0.04519794013401008,0.07968433658907792,0.23022249124336625,0.29158951495856855,0.28144474600495434,0.32367807666476767,0.15680941662787795,0.06306648384657496,0.7225788624603979,-15.093635528115325,-9.590927459571468,92.43339463339862,103.34756478878411
2:24:18,300,0.08657481553359395,0.07209858084184748,0.04625368858352848,0.07923725814229894,0.2104563348812729,0.26972174148314654,0.2635071829349601,0.30030538240151083,0.13733583109136946,0.057304731478250576,0.6971234807164588,-15.254223359337217,-9.971914631688461,91.70177046647828,102.11770569357552
2:172:18,300,0.08805479364922314,0.07870109415762212,0.04593251961494245,0.08247920123117132,0.23298128682051672,0.2961520558386661,0.2861283548962017,0.33029456918659844,0.15909878777779113,0.06407142175924097,0.722277538518309,-15.144206725522741,-9.550068675460516,94.21840246509092,104.42175090188674
2:172:25,300,0.08478788121319122,0.07359479564865005,0.04152957545039625,0.08225913758027893,0.22363590215711165,0.28018792712548424,0.2747100850562988,0.3131182299764065,0.14694384687885229,0.05878701557800906,0.7366109566665908,-14.833322827173113,-9.066793588969002,96.25233708261696,105.57000105895219
2:226:21,300,0.08946103582782222,0.07628904381350608,0.050381378908668784,0.08033269885213269,0.19272437732586148,0.237909640634784,0.2300381036546145,0.268253965972936,0.14143313602462812,0.058981275834196135,0.6381813488398831,-14.769029649316723,-9.383221794233359,91.06732615458665,105.46821780393256
2:251:31,300,0.08394280774113701,0.06949527354808163,0.04001295824358573,0.075492826999707,0.22923429449587213,0.29516188053858305,0.2832658197108668,0.32895649020132367,0.1571411636036607,0.062128975081641835,0.7507442128457564,-15.489094581262426,-9.653571475210672,87.20173759853446,96.8692828146286
2:302:19,300,0.08655307636583566,0.0705964551259459,0.04419076115305882,0.07081776555708452,0.18939925504709082,0.2358312462288566,0.22459665024087289,0.2632447888787037,0.11964752400294883,0.04984605630210153,0.6702503268036848,-15.009673357436403,-10.313976407424647,89.43051856921852,100.57236661736862
4:117:2,300,0.09103956130079086,0.07479979580508367,0.04944867126712402,0.07472326022362605,0.18288159267552653,0.2224660299993124,0.21380202363216835,0.24356061668372017,0.1287533790850603,0.05663852376173891,0.6231677334198098,-14.573928623242669,-9.537129392395634,88.95373295626541,105.6979269497565
4:143:21,300,0.0858619068344968,0.06927749070784812,0.046316256971697105,0.0721848201404323,0.1653063867435199,0.1991110766526167,0.19107232291533224,0.21767193847654379,0.10869087720320479,0.0505534154001444,0.6093395677087315,-14.933917116150512,-10.321196594717087,91.38331152653082,107.54391030172586
6:47:5,300,0.09409156316332448,0.07902017628478689,0.052977417178621075,0.08274295096788582,0.19815623938254145,0.2403411180447674,0.23634914907466584,0.26834149965913234,0.14456173986743034,0.062320157745984955,0.6318062500906914,-15.136445823724575,-9.787948425047727,88.65045401876131,103.17542920776167
7:181:6,300,0.0937677544636856,0.07942840579076162,0.052558045865445116,0.08084258190521108,0.2079825044748962,0.2547987929091289,0.2473341275417839,0.2817252477541728,0.14030835629925142,0.058692797216652354,0.6463521816268857,-15.113777946691775,-9.899036808826983,91.68678593710641,107.27617805115425
1:16:28,270,0.08278326274498114,0.06799056236251089,0.0415904600454573,0.07058198494999879,0.18004705146071162,0.2201546212186196,0.21406168664560135,0.2442203085500821,0.12104399120258372,0.051571900309653286,0.6743004290578725,-14.658962607753862,-9.532308745716918,77.09088946518438,97.69867921766853
2:3:1,270,0.08579726565570622,0.070831729115198,0.04234027700203167,0.07181076753499774,0.21846639415830355,0.27721369770059756,0.2694973400040683,0.3091535860685336,0.1417928564936362,0.05514163906461745,0.725264003062094,-15.172634664178203,-9.58895895454552,82.21570913059351,98.71839512649136
2:43:35,270,0.087458435120362693,0.0751929899675729,0.04797685995235648,0.07854388821939946,0.20790902064637526,0.25653295484350847,0.24734481792532456,0.28822254690545196,0.14793599101410274,0.06026707765259842,0.6738315440301624,-15.065901968661827,-9.61703639344099,83.50495356131076,100.71203640382681
2:70:12,270,0.08849430063461872,0.07516719826435009,0.04785313394622763,0.07837360895790055,0.19682709024733047,0.23662819206456687,0.22718802165667257,0.26215176508046484,0.1265110436430875,0.05346200207745158,0.651442802266394,-15.162702864002787,-10.304291975135788,81.52559820029288,97.49393633625327
2:1:9,270,0.08932268008668896,0.07337563878557861,0.04741251770336637,0.07582053464776796,0.19791191433370842,0.24420995973116466,0.23549979533058463,0.2731962963092344,0.1472159900900151,0.06214317096222517,0.6600890742147267,-15.081097717972122,-9.702867421827138,82.8304209432652,97.21730184841678
2:69:17,270,0.08852335505883295,0.07460293944505507,0.04692957568207462,0.07673245537119781,0.20692649258365609,0.2561208689621312,0.24785683772929445,0.28670687316988175,0.15203540296795853,0.06225470240638107,0.6798219822353099,-14.73973195866424,-9.350478851231383,80.0788288433492,95.7091163113621
2:12:16,270,0.08909701956368452,0.07543388382782762,0.046628623502603064,0.075808779689826,0.20607842681880753,0.2578748275547059,0.2487346578817008,0.2857570480754303,0.14345545859960193,0.057227032916440594,0.6801717250943262,-15.545567791781231,-9.955472936593523,85.64548635181959,104.18263747623261
2:202:17,270,0.08879790448069019,0.07165554102673768,0.04296800003862092,0.07241386640026849,0.22568341910615583,0.28528353074010776,0.27528650115061776,0.3199063307667775,0.14598115851819646,0.05714770093951735,0.7272779536149597,-15.410599700956757,-9.701649249801099,75.81918667122163,91.70429836570976
2:11:1,270,0.08591989288645036,0.07049695333702725,0.0424120519013436,0.07163263348470714,0.21392547950967267,0.26951580454983054,0.26226024141786586,0.3000817275891445,0.13877405242980267,0.05424090949366844,0.7202708636194546,-15.224574816286117,-9.759615470508324,81.76293694175929,102.15162491501013
2:21:38,270,0.09205379692602685,0.0780206726715633,0.049981251200367824,0.0801938813461057,0.21299867158795494,0.263039448252567,0.25582248923099177,0.29361321916105887,0.16178204810068364,0.06823742875059695,0.6713831189326842,-14.829173731408142,-9.310637416807378,82.69141875034157,90.85947910250174
2:67:20,270,0.08872733023730797,0.07487082004112265,0.047715091558839455,0.07535497585061499,0.18124276179472185,0.21554561713749096,0.2095086480876357,0.24131121659950905,0.12605197717659036,0.05366073212957818,0.6284126917702425,-15.230789162564411,-10.326984730190409,81.90979168428603,100.75274095072047
2:279:25,270,0.08603753404027015,0.07100458506171342,0.04340746463626814,0.07529112590566706,0.20557852022948758,0.2534184134274817,0.24471907882109717,0.28190495758577944,0.13982678333542925,0.05623284100132644,0.6968680538042937,-14.851008766119133,-9.861889179046496,81.98289074507488,102.92262828735952
2:251:36,270,0.08397718887400553,0.06804698649191365,0.04076029445221971,0.07040471070240657,0.2132834611235937,0.2728397388899282,0.2598271451312977,0.30362258047817214,0.1490180261404101,0.059073544998380544,0.7279096286131256,-15.162568729945239,-9.320252519189548,81.93305930323935,92.79580088242784
2:228:35,270,0.0862893676059052,0.07253996027462806,0.04366169771730039,0.07644427798242844,0.23614095429373047,0.30310038483710533,0.29131168948209013,0.3376502374684873,0.15764205297634648,0.06216208739698824,0.738137091964973,-15.314868084879208,-9.752478394554947,77.7453496995705,89.00025159126551
2:228:41,270,0.08926184467250907,0.07677900320058802,0.0460551408512027,0.08174384409937466,0.23207180210377618,0.2930682828949355,0.2821369605937073,0.32668982297009874,0.158760931739414,0.0636549606671132,0.7179865173009494,-15.029385782721322,-9.463862034379183,77.7453496995705,96.30837735112287
4:320:15,270,0.08688051119772756,0.07680786208518167,0.047166691489417795,0.0681019851963648,0.20844286938704643,0.26810112518475426,0.2624087104002377,0.29859731220587965,0.14648602394648144,0.05665463206164954,0.6941827594055782,-15.163971380518069,-9.438357899815454,80.45617102729437,94.85209303126018
4:315:5,270,0.08812459844298899,0.07240391481375362,0.046487125762231345,0.06994268063869256,0.1957451500382109,0.24705195234879562,0.2398568920340527,0.2700227757160807,0.12056363337974205,0.048655729658462724,0.6721894271772767,-14.118474642736981,-9.028073729740248,83.04675302518547,103.18122516930697
4:138:35,270,0.09234624415294025,0.07892161968456031,0.05026350631294643,0.0802507812281412,0.20143320749531252,0.24916484740874317,0.24405632977237468,0.2746607685378673,0.1300922864445836,0.05556647166898438,0.645476984365289,-15.679028098658254,-10.06357262170947,84.17003042841866,96.73997508452618
4:135:17,270,0.09036273303127737,0.07230025008600828,0.04736085419589117,0.07233708570233406,0.17884456703118004,0.21929265020006988,0.209672965926178,0.23945008489445738,0.10723856814132333,0.047903185251032945,0.6300657567620211,-14.565001285857711,-10.100030636674942,81.48386388923696,103.56589564514577
5:93:9,270,0.08639737972695345,0.0720044349299544,0.0458594446961195,0.07765325564332234,0.215683985069847,0.2755999565201959,0.268877616245814,0.30945455279805467,0.1537842748015587,0.06417223048173759,0.69984455565248,-15.782997437392895,-10.259746378700708,82.169609371613,81.13191688441329
5:51:14,270,0.08462314939657073,0.06681395654584604,0.043418155734930394,0.06892627897081684,0.17540962092110518,0.21711317405425995,0.2119676402713383,0.23990772211995615,0.11666904394294095,0.05096703250539566,0.6543843610414806,-15.11389391307739,-9.932091311709309,84.54472983140414,103.81027960136757
