ID,TrSP,A,GS,RS,D,H,SI,Stem,Branches,Foliage,Tree_roots,GFF,Understory,Snags,Logs,Coarse_branches,Fine_litter
6:148:6,PISY,39,310,0.9,24,18,2,63.2453932985694,5.48886628924864,3.65377852313026,19.0098573902246,0.131275190124521,0.374396330299346,4.56913930696503,0.848231771910125,1.58040643381044,11.2090015758689
4:52:9,PISY,25,100,0.7,10,10,1,19.2631699745152,3.03857925252736,2.06856945171043,6.19509233879451,0.185812904115584,0.198250946003691,1.58931765250607,0.479118455617344,0.691492630930216,6.70928460031618
4:110:7,PISY,35,170,0.7,18,14,2,34.203093618859,3.65546375294081,2.61450529590058,10.8574612816904,0.228600387799039,0.367091241586658,3.13975916109937,0.723760431784408,1.53922857952131,8.68915322856079
1:180:21,PISY,40,190,0.8,18,17,2,38.7504003810244,3.44558657968448,2.34703233701798,11.6713397783448,0.178128389920086,0.44013032507235,2.90333550831534,0.796086946637277,1.83812068595187,7.56269933220369
4:274:1,PISY,25,100,0.7,12,10,1,19.2631699745152,3.03857925252736,2.06856945171043,6.19509233879451,0.185812904115584,0.198250946003691,2.10719193177278,0.501005283026403,0.691492630930216,6.61454655306064
1:135:18,PISY,22,70,0.8,8,7,2,13.3442216080676,2.42978071414723,1.8752434412105,4.86075892585886,0.128230782461283,0.117940484477424,1.51260007836464,0.321488751896107,0.559226422943517,9.30729427056993
1:218:16,PISY,25,60,0.45,12,9,2,11.5057764315054,2.0008102890991,1.37683892581262,4.38440773525759,0.50653387415796,0.205775926733327,1.89595198582832,0.561178027507068,0.153717841614087,5.59195233446958
4:277:4,PISY,15,30,0.6,10,6,0,5.28546892608303,1.75935274257879,1.0811401800038,1.87393849738319,0.190746772412777,0.0748715585553777,2.11349072102751,0.341454478244472,0.0651379403697321,3.04171881439082
2:356:5,PISY,40,190,0.7,20,16,1,38.4585652813748,3.51662109263485,2.15161104431362,10.6933121480807,0.239792197271093,0.551147946639865,3.37525541109412,0.826195823561498,1.53584718536416,6.59239070208215
2:279:43,PISY,20,50,0.6,12,7,1,9.29490322782354,2.06667480814835,1.42743446579035,3.30665625578912,0.232598407952732,0.128322340326655,2.52369497475608,0.403790183229749,0.237834163360532,5.23580913092515
4:189:2,PISY,30,98,0.5,20,12,3,19.3510113149014,2.68551144378615,2.06733327445417,7.3784088757602,0.456450094288251,0.27191956375936,3.58544200425893,0.763310287141008,0.455185011666327,7.25026979429598
3:35:1,PISY,20,70,0.6,12,9,2,13.0772938747451,2.95729905497177,2.29920489443189,5.11373163875084,0.237709333944262,0.113010301330796,2.12778512361277,0.493461236853885,0.265301381964486,6.52394439021451
1:136:3,PISY,35,230,0.9,18,17,1,46.2691468932215,4.42408563238441,2.69622200295658,13.050161077458,0.121389656579086,0.338738912290468,3.04375286349497,0.755257984634261,1.28811295168075,7.44174157461747
7:205:19,PISY,18,80,1,8,7,1,14.7687359711254,3.17112973953125,2.05652503965139,5.1952502595517,0.063455803145532,0.0664161542014405,1.65418863907451,0.290969191170971,0.154996628719851,8.64647135466591
3:116:4,PISY,30,60,0.6,14,8,1,11.7851295451681,1.53692577259344,0.997329884072177,3.64780044571228,0.293233597602298,0.324106329528147,2.92568129093099,0.466482432965424,0.762275470867813,5.22696479364243
2:364:22,PISY,35,170,0.6,20,17,2,34.0946459046642,3.78822172058596,2.66969629804926,11.0634909469619,0.325717878551971,0.398671488675462,3.0449742906753,0.929006394543952,1.09040852843509,6.71124465046989
2:310:3,PISY,15,40,0.7,8,5,3,7.17697559614315,2.41963071077049,2.16477051979082,3.32131475739571,0.143045263125437,0.0467971728533771,1.8017323819416,0.260902361749531,0.128312500637418,9.81611151052393
4:260:19,PISY,20,75,0.7,8,8,2,14.0559534918287,3.05749362273617,2.41250690624775,5.37696563720234,0.166832862121933,0.10405833626436,1.30946174645946,0.379634573196835,0.374501353077545,8.39639847295278
2:144:9,PISY,35,210,0.9,16,15,1,42.2457428155501,4.0393825339162,2.46176791574296,11.9153644620269,0.121389656579086,0.338738912290468,2.76175588187661,0.664026700704008,1.28811295168075,8.05691179218088
4:100:14,PISY,30,160,0.7,20,14,1,31.5269746670007,3.95483817443636,2.60456518650647,9.54631825645235,0.205801764476667,0.298432665219847,3.69558481702787,0.742686315108616,1.07603357790286,6.59330168029707
2:21:18,PISY,40,70,0.5,18,10,2,14.1382198843733,1.40940956542575,0.90976465304015,4.56076608786068,0.521918137927016,0.5606154379455,3.44762427698596,0.643137592935261,0.591008660679492,5.51873428744442
1:72:19,PISY,30,100,0.8,12,9,0,19.6409951497492,2.30898433313524,1.30754130907325,5.24063767145155,0.145795169808205,0.314494312737682,2.38796634414232,0.433915763521762,1.01448834720884,5.92947347349662
7:148:1,PISY,15,23,0.6,6,4,3,4.1136762509736,1.44181600050172,1.27101900111932,1.94599524772369,0.203815925645258,0.0508230555613911,1.26289224007138,0.218001280495012,0.0908981595465088,7.69436255483034
5:84:9,PISY,16,10,0.45,4,3,0,1.77058049988347,0.557328511927647,0.310901236590122,0.645698221369934,0.371378791586535,0.0950108208058533,0.730610796622827,0.178428074793823,0.0242753173681371,2.65927814549241
5:39:21,PISY,25,110,0.8,14,11,1,21.2450903478275,3.20409792476562,2.15737002107941,6.73330193857104,0.135062401928991,0.179768090707141,2.64496491656121,0.528875235079851,0.741905001513292,6.3585359996296
6:145:43,PISY,20,70,0.7,10,8,1,13.0542556340317,2.79194766582646,1.95709488091272,4.54310935107947,0.163245832546307,0.118157451866752,1.84932229712159,0.400967072564214,0.335728428276744,6.26028855132857
7:256:12,PISY,20,30,0.6,6,5,0,5.54445873828733,1.20835103916799,0.72558074856562,1.76368445877881,0.226695125655208,0.1491321821829,1.08533646811182,0.26049130709267,0.208994441188933,4.00321312100848
7:194:25,PISY,19,90,0.9,10,8,0,16.6320186722148,3.41346542473241,2.00566146584295,5.15088614327622,0.0837603846008819,0.09885369797319,2.0454060593984,0.358361323590034,0.227680660892467,6.29969068429344
6:154:28,PISY,25,80,0.6,12,10,1,15.3616738088352,2.51914672438168,1.68978879978498,5.05011963497788,0.264752765814702,0.215306144142783,1.98088120851298,0.536744398031768,0.489861916643218,5.29163724244851
1:177:13,PISY,35,140,0.7,16,13,1,28.0284788327177,2.94527962476213,1.8714368605323,8.0944353036789,0.223685310867521,0.41682932156717,2.75179947884241,0.662794797859293,1.37986895778807,6.45838385508195
2:404:22,PISY,30,130,0.7,12,11,1,25.615666916938,3.21330601672955,2.11620921403651,7.75638358336754,0.205801764476667,0.298432665219847,1.97514262518071,0.540597045971622,1.07603357790286,7.60553293216835
3:101:8,PISY,15,10,0.4,4,3,2,1.76502085151459,0.640389506869483,0.438064997382847,0.832166990392224,0.478990142879349,0.0622522409739427,0.696905551706964,0.188073829270098,0.0113901308792354,4.17984179656597
2:258:9,PISY,33,190,0.7,18,14,2,38.0101177102332,4.33794682863503,3.14826303879824,12.2808444641424,0.221524048179854,0.323581942843075,3.13975916109937,0.723760431784408,1.42072146193803,9.71140654956794
7:55:26,PISY,35,180,0.75,16,14,4,36.5578856612855,3.92985659661892,3.39968725863186,13.4304494711919,0.201164483770394,0.284625916868513,2.69016325670631,0.681818698831466,1.96262418212769,13.0161067939928
7:307:8,PISY,15,20,0.5,4,4,1,3.53037367182674,1.23614998282386,0.831127184968133,1.44537273797392,0.292539802860418,0.0685153239454645,0.626904572189131,0.214146363108838,0.0360967390378308,4.69128980165359
3:148:5,PISY,20,25,0.5,8,5,0,4.60224096127439,1.034168014818,0.590689928805867,1.51159697555265,0.338848363680211,0.158602969991051,1.57431974270774,0.303247509225213,0.101772203804846,3.26198713558164
7:289:13,PISY,40,170,0.7,22,18,1,34.4102952517564,3.14645045130487,1.92512567122798,9.56770034301955,0.239792197271093,0.551147946639865,3.61084264859165,0.929060329030928,1.53584718536416,5.03066247855303
2:404:9,PISY,22,50,0.6,12,7,1,9.42980885922313,1.83566895185072,1.25385306089421,3.2413913896399,0.245956798776104,0.160395050877547,2.52369497475608,0.403790183229749,0.33101508656744,5.23580913092515
2:21:21,PISY,25,50,0.5,12,8,1,9.56334889128362,1.61701000943167,1.03173343678336,3.24622080004773,0.395734320342503,0.22897937533353,2.1424399167474,0.487334712572184,0.238543793477154,4.40849323258314
7:119:7,PISY,5,5,0.5,2,1.5,3,0.714292675850829,1.58147075695317,1.32134501116466,0.550712199421857,0.151986588996281,0.00339060927330013,0.417581070405778,0.0826105104725265,1.18232757132047e-4,6.44581741633545
4:271:7,PISY,30,120,0.5,16,14,1,23.4777135818822,3.15690938870212,1.94860534340193,7.50338861631911,0.438305519081714,0.34468902488812603,2.28647281260247,0.8173003790754,0.371198650716564,5.03179792851674
2:327:3,PISY,30,160,0.7,16,14,2,31.6830711717258,4.04225568729126,2.99659942775471,10.5452469904213,0.210323883077669,0.262822243871141,2.61675693643367,0.703173456244929,1.20030356961405,8.25350490782949
4:181:9,PISY,23,70,0.7,10,8,1,13.3292738904785,2.3492281336864,1.61901070158325,4.41236001062955,0.177128946605363,0.163717980377408,1.84932229712159,0.400967072564214,0.539254486007431,6.26028855132857
6:110:20,PISY,40,210,0.7,18,17,1,42.5068353109932,3.88679173396484,2.37809641739926,11.8189239531418,0.239792197271093,0.551147946639865,2.75196214048789,0.845050967263393,1.53584718536416,6.79463361160726
4:176:15,PISY,30,140,0.7,14,12,2,27.7226872752601,3.53697372637986,2.62202449928537,9.22709111661863,0.210323883077669,0.262822243871141,2.3632339238587,0.601770512928918,1.20030356961405,8.90014954191357
5:11:36,PISY,28,200,0.9,16,13,2,39.4733813955493,4.98597613257431,3.59383831449632,13.1206509008598,0.109856820252332,0.183256658486048,3.04357295482474,0.592367895723923,0.96456432218961,11.3501682418682
1:114:14,PISY,25,90,0.7,12,8,2,17.4226912847744,2.79516944834488,2.14193396296701,6.15901328422706,0.189895803949529,0.174594689357757,2.45191829185149,0.419283831209257,0.771352391144697,9.76200821555604
4:182:4,PISY,20,45,0.5,8,6,1,8.3325672164233,1.91026616230319,1.25502896515756,3.06075051929429,0.347672186164603,0.136471578395125,1.39100559124919,0.350738852474919,0.115816032271412,5.93183276905525
7:150:2,PISY,40,150,0.7,18,14,1,30.362025222138,2.77627980997488,1.69864029814233,8.44208853795842,0.239792197271093,0.551147946639865,3.13975916109937,0.723760431784408,1.53584718536416,6.23222764208165
1:246:29,PISY,25,70,0.7,10,8,1,13.4842189821607,2.12700547676915,1.4479986161973,4.33656463715616,0.185812904115584,0.198250946003691,1.84932229712159,0.400967072564214,0.691492630930216,6.26028855132857
1:10:60,PISY,15,30,0.7,2,3,2,5.35975170268667,1.78067783821559,1.43788718542343,2.28523937068352,0.140377213185189,0.0522423108329301,0.298496180569233,0.12357710313911,0.116721988711157,13.2361426425113
2:235:15,PISY,35,230,0.85,20,16,1,46.2205110029716,4.53249116937585,2.81111431025245,13.0872030976959,0.140074577522026,0.358278098523461,3.6485417259061,0.757515562326423,1.41316018815077,7.98026242883628
7:5:27,PISY,5,10,0.5,2,1.5,1,1.4154781036742,3.03648472267273,2.03425058216161,0.914732783909909,0.145944894342393,0.00429798352142374,0.417581070405778,0.0826105104725265,9.64175858015439e-5,8.75770542688084
6:174:9,PISY,20,40,0.45,10,8,1,7.38934617832782,1.71300351848678,1.07830631841703,2.77208278039394,0.435446925524485,0.139259442814485,1.54905383023071,0.488519090667144,0.0669051525031314,3.57730774361633
7:117:2,PISY,33,90,0.7,12,10,1,17.9160863886912,2.01037960503206,1.29618340913269,5.26618718852134,0.216761117768982,0.367424842727623,2.10719193177278,0.501005283026403,1.27363113515034,5.95309189775458
7:96:24,PISY,10,10,0.5,2,1.5,0,1.62647353578152,1.05958167069276,0.62676621509488,0.700401129068612,0.221724858866443,0.0292306796133835,0.417581070405778,0.0826105104725265,0.00440263041390776,6.85442041862773
1:18:17,PISY,38,130,0.7,18,13,2,26.3415110487408,2.57977977059249,1.80414330830292,8.16585376140508,0.238677372824237,0.436522227873502,3.30179219281222,0.682199597869933,1.66544545339186,7.31014108622042
2:203:16,PISY,30,70,0.7,12,9,3,13.9207743010498,1.80229897595763,1.48031815250272,5.0289163828865,0.214321359669099,0.235428674192519,2.26346316263397,0.460604130269668,1.31949390377786,7.80641126036175
4:70:14,PISY,15,10,0.5,4,3,2,1.77392663724805,0.631736885053062,0.478113440924757,0.798308421409192,0.298967831732825,0.0603397458707799,0.762140147042693,0.170219610049786,0.0402655136496557,4.17984179656597
3:205:10,PISY,35,130,0.7,14,12,2,26.1553068850099,2.7953546346018,1.99932757921809,8.30276450952794,0.228600387799039,0.367091241586658,2.3632339238587,0.601770512928918,1.53922857952131,8.26442457463403
4:214:88,PISY,20,50,0.5,10,8,2,9.30424829141839,2.16943397154034,1.60437062085811,3.75669788020725,0.355311648654655,0.120187133107632,1.61590291220204,0.466045095264998,0.129191504622788,5.50101464194551
7:207:6,PISY,13,40,0.7,4,6,1,6.92975106937326,2.82387120538037,2.039114407586,2.84344121545541,0.125811338192061,0.0417975231047638,0.544794625699033,0.254631598171969,0.0541460765851622,5.56566056158488
6:145:34,PISY,40,280,0.75,22,19,1,56.7534957962131,5.07762570992535,3.09826404256466,15.6527871492029,0.203666697531716,0.525698090705192,3.57832804216327,0.940563821426192,1.63869679555196,7.72841863037216
7:123:6,PISY,5,5,0.6,2,1.5,1,0.710528849496762,1.47829761762045,1.04116459710566,0.444700764878028,0.0976395335139017,0.00404133454482117,0.449254548528168,0.0761449820809112,1.9799845843979e-4,4.37885271344042
7:96:11,PISY,22,110,0.8,12,10,2,20.969491098392,3.81822683651708,2.94681112190221,7.63833545492106,0.128230782461283,0.117940484477424,2.22309931824385,0.471975988981169,0.559226422943517,8.9509524034578
2:328:4,PISY,30,100,0.6,16,11,3,19.823765308734,2.66822042257773,2.15938140948181,7.32049199447991,0.305372616695476,0.255682210263426,2.89756391453489,0.621453836793153,0.934745771381753,8.42090444758441
1:76:11,PISY,25,90,0.8,10,9,1,17.3823466482225,2.62153466571733,1.7651209263377,5.50906522246722,0.135062401928991,0.179768090707141,1.80108750755459,0.414959796892224,0.741905001513292,6.915990241846
7:163:6,PISY,12,25,0.5,6,4,1,4.23660151405804,2.09956373437833,1.42448442004616,1.89447161797098,0.254983209971128,0.0396187253190715,1.17385543483951,0.236511935168898,0.0126752670649804,5.68155423681802
6:6:14,PISY,10,20,0.4,8,5,0,3.23661604128629,2.14818858812046,1.14853219706243,1.46021433324098,0.355235615861345,0.0301571590145802,1.43956747733622,0.335054934386961,0.00124539667030277,2.60958970846531
7:72:13,PISY,22,80,0.8,12,8,1,15.1754024568834,2.71683938507909,1.86275673035574,5.02892526882782,0.125473726067573,0.133920525909422,2.58678756349398,0.39498964901808,0.501328517194374,7.05358917213302
1:165:26,PISY,15,20,0.4,6,5,1,3.51264985460671,1.2530809845792,0.761509083291336,1.50667517603225,0.468691501550008,0.0706869476347312,0.922469043719675,0.312252574471136,0.0102108863066252,3.40986391589866
6:146:41,PISY,20,40,0.65,8,6,1,7.44833418669244,1.62565327965829,1.13536170715264,2.61801620264722,0.193880267839147,0.123407162458053,1.545326171912,0.311925728656408,0.293953592576467,5.27274023916023
3:343:16,PISY,10,10,0.4,2,2,3,1.64286240281905,1.14813444572979,0.880595846180534,0.988932095984985,0.379574841309837,0.0204707768576514,0.314084486430234,0.114829954679811,0.00173791594565792,8.89993638645552
6:129:12,PISY,37,230,0.8,18,16,0,46.1245049854368,4.27940193606073,2.3034811500793,11.5496761638922,0.163168877926571,0.494013657626195,3.02534268553839,0.758490262686011,1.37815410783555,6.29747805567956
1:128:53,PISY,40,70,0.8,12,8,1,14.2061258613293,1.24197411114486,0.751571064536139,3.89264056584148,0.174298498166297,0.499764647089073,2.58678756349398,0.39498964901808,1.64781612618049,6.17189052561639
2:215:14,PISY,35,160,0.65,18,15,2,32.1426397001683,3.50567977453312,2.49816429749393,10.3052027100071,0.271499147777865,0.383401027795524,2.90834048987232,0.790482103798104,1.3477016917188,7.48265781836654
7:211:21,PISY,13,10,0.5,2,3,1,1.72016410834349,0.751375499034282,0.508521121684747,0.744979857646519,0.267946215295391,0.0482760406643376,0.260820327648544,0.143633995771101,0.0186787391980647,3.58644106683079
4:100:7,PISY,39,280,0.9,20,18,1,56.843427919732,4.85047114861708,2.86843554329654,15.5436979730866,0.128452676720787,0.425124194413868,3.44620423409154,0.81117607005698,1.41678358089074,8.3476247812411
2:210:17,PISY,15,30,0.6,6,5,4,5.38595170651748,1.91230967264376,1.84532460768327,2.73879333643834,0.207229042954704,0.0461206848671201,1.08533646811182,0.26049130709267,0.0988148528797262,8.82053562421229
4:214:89,PISY,40,140,0.6,20,16,3,28.5096145506283,2.79713212032313,2.10306312738015,9.66742970940165,0.355808274676544,0.472196048228228,3.17293356953165,0.885132342906866,1.33418388746352,7.15047734346587
4:222:20,PISY,40,200,0.7,20,16,1,40.482700296184,3.70170641329984,2.26485373085644,11.2561180506112,0.239792197271093,0.551147946639865,3.37525541109412,0.826195823561498,1.53584718536416,6.93935863377068
7:164:11,PISY,21,60,0.8,8,6,1,11.3029119165359,2.15810369378537,1.48808347785628,3.80853080772302,0.122111491498052,0.120147040746162,1.67950379194612,0.284277340936496,0.428273556346685,7.90911035874034
7:222:1,PISY,16,50,0.8,4,4,1,9.01298897866521,2.55308361721892,1.80429548071322,3.36059033475462,0.103835803239281,0.0628981352159751,0.756926221435575,0.173567764866184,0.148728334561835,11.728224504134
3:9:2,PISY,20,20,0.6,4,4,1,3.71796129112942,0.826669923259338,0.570973786316139,1.32266250231565,0.232598407952732,0.128322340326655,0.674455214829047,0.197386154477736,0.237834163360532,4.69128980165359
7:31:10,PISY,40,300,0.8,18,19,1,60.8833965485542,5.32274619062083,3.22101884801202,16.6827452821778,0.174298498166297,0.499764647089073,2.69214438473276,0.869976731719574,1.64781612618049,8.4110763620708
2:305:19,PISY,30,150,0.8,16,12,1,29.6340981237632,3.55420539157805,2.31509253840449,8.84290187450269,0.149591766856799,0.270609908868815,3.06531439681578,0.585755708848855,1.1544804059133,7.67115344651438
2:383:19,PISY,35,110,0.8,12,9,1,22.0801651879522,2.21836860239054,1.39412487487668,6.28403834395983,0.162590835689257,0.377968492959867,2.38796634414232,0.433915763521762,1.48046650886034,8.33351862454943
6:117:2,PISY,35,220,0.8,20,17,1,44.1603303759045,4.43673720478107,2.78824974975336,12.5680766879197,0.162590835689257,0.377968492959867,3.41730752989066,0.816904123159122,1.48046650886034,7.05992918689266
7:164:18,PISY,21,40,0.6,8,6,0,7.44808753013512,1.51565778142363,0.905158937193731,2.32767893515318,0.233291017372622,0.167234546609526,1.49651321188855,0.323288204902981,0.248488980861688,4.12683192637277
6:228:4,PISY,16,50,0.7,6,6,1,8.98939987616652,2.66331485508454,1.90303078492518,3.40116697413273,0.142852724929392,0.0693650066559884,1.02010762182674,0.281225471983354,0.138622259117079,6.74049220604908
1:270:39,PISY,38,70,0.5,14,11,2,14.0834031247745,1.47845958215524,0.969065458829468,4.60804332415401,0.508322219951848,0.504182144259802,2.19062380522009,0.652521556741826,0.574527707904768,4.97781755026718
2:345:5,PISY,40,70,0.5,14,9,1,14.0685635466078,1.37892978177654,0.790743441140536,4.12873445330404,0.510696513044557,0.636574579248687,2.51039910895097,0.5559670115938,0.529820271989202,5.23976627918509
3:313:12,PISY,39,220,1,16,13,3,45.16029138337,3.77135559518692,2.65580445994364,14.6655901637993,0.102003880589588,0.297800173740163,3.17491768537713,0.565116405210629,1.28130979138418,14.9395033828833
7:178:9,PISY,11,10,0.7,2,2.5,2,1.68691972221164,0.911601956598224,0.744158683958767,0.813717809003036,0.115894411643961,0.0243365885483293,0.337833602646401,0.106844304415583,0.0265134166827374,5.57988989066741
4:109:13,PISY,15,35,0.5,10,6,1,6.1781539256968,2.16326246994175,1.45447257369423,2.52940229145436,0.292539802860418,0.0685153239454645,1.96448476809136,0.370447637914376,0.0360967390378308,4.53404105638894
5:14:12,PISY,40,340,0.95,24,18,1,69.2199319247131,5.61054685309698,3.22283580239754,18.7447041450041,0.113366269430124,0.422494609405092,4.66928431085055,0.827977405915967,1.25419053193217,9.9932710757141
4:112:18,PISY,25,100,0.7,18,12,2,19.3585458719716,3.10574383149431,2.3799266255189,6.84334809358562,0.189895803949529,0.174594689357757,3.48620728789408,0.639987215133462,0.771352391144697,6.23384499779893
5:21:13,PISY,25,140,0.8,16,11,1,27.0392058972349,4.07794281333807,2.74574366319198,8.56965701272678,0.135062401928991,0.179768090707141,3.25187211392959,0.546463624589576,0.741905001513292,8.00883069927961
1:130:33,PISY,20,70,0.8,8,7,2,13.1533152314435,2.73555130198723,2.13484913281797,4.9586294828344,0.121266319936854,0.0943570197746113,1.51260007836464,0.321488751896107,0.401803886974127,9.30729427056993
1:177:58,PISY,20,40,0.7,8,5,1,7.45957464801809,1.59539866618655,1.11833993195012,2.59606248633112,0.163245832546307,0.118157451866752,1.8017323819416,0.260902361749531,0.335728428276744,6.66840274041273
1:113:47,PISY,30,80,0.55,14,12,2,15.7620356653252,2.1254591798813,1.52205080660436,5.44120242003549,0.363807230039598,0.295266243834674,2.14539782838239,0.670266640605519,0.627050732511586,5.08579973823633
7:196:7,PISY,30,145,0.8,14,12,0,28.4794429671363,3.34802728304609,1.89593489815621,7.59892462360475,0.145795169808205,0.314494312737682,2.49322505736868,0.566902670693722,1.01448834720884,5.86463773451416
3:56:3,PISY,40,90,0.4,16,15,1,17.9973437299271,1.79719248283657,0.93151031426279,5.53351631452127,0.818210421948683,0.656751093883307,1.99507900254223,0.954137858926259,0.149873221360998,3.45296219664895
2:420:10,PISY,25,110,0.75,12,10,1,21.2185425765468,3.27486898758931,2.22337656351321,6.76885909918222,0.157819566152165,0.189096492929037,2.16630372915295,0.485790194648314,0.737799156876705,7.2760012083667
7:227:5,PISY,25,50,0.7,6,6,1,9.63158498725762,1.51928962626368,1.03428472585522,3.09754616939726,0.185812904115584,0.198250946003691,1.02010762182674,0.281225471983354,0.691492630930216,6.74049220604908
7:100:22,PISY,35,140,0.6,16,14,1,27.9396089633533,3.05224535156369,1.91094203038324,8.24803417480645,0.318714703944669,0.452688452697768,2.45990152319281,0.753334198801677,0.97751620500893,5.87043091660287
4:283:5,PISY,20,40,0.6,10,6,0,7.39261165104977,1.61113471889066,0.967440998087494,2.35157927837175,0.226695125655208,0.1491321821829,2.11349072102751,0.341454478244472,0.208994441188933,4.05562508585443
3:82:3,PISY,35,110,0.7,14,11,2,22.1314135180853,2.36530007543229,1.69173872087685,7.02541612344672,0.228600387799039,0.367091241586658,2.50706240889077,0.561404166785712,1.53922857952131,7.82228472184842
6:172:5,PISY,15,30,0.5,10,6,1,5.29556050774012,1.85422497423579,1.2466907774522,2.16805910696088,0.292539802860418,0.0685153239454645,1.96448476809136,0.370447637914376,0.0360967390378308,3.88632090547623
4:74:3,PISY,35,190,0.8,18,16,1,38.1384671428266,3.83172758594729,2.408033874787,10.8542480486579,0.162590835689257,0.377968492959867,3.02534268553839,0.758490262686011,1.48046650886034,6.64679098929664
5:38:9,PISY,22,40,0.7,6,6,0,7.5237631322028,1.38089661574632,0.832228568962455,2.262237270733,0.168240147911672,0.171640159615609,1.02010762182674,0.281225471983354,0.410603042771497,4.22048152174027
1:7:22,PISY,30,120,0.75,12,11,3,23.8969077391555,3.02719724327332,2.4796392507822,8.56313173687657,0.182033127145353,0.224557499079522,2.03055012218948,0.524179590687108,1.40785519059205,10.3343985657128
3:102:28,PISY,10,10,0.4,2,2,3,1.64286240281905,1.14813444572979,0.880595846180534,0.988932095984985,0.379574841309837,0.0204707768576514,0.314084486430234,0.114829954679811,0.00173791594565792,8.89993638645552
7:209:6,PISY,20,50,0.9,12,5,1,9.36949622960249,1.82337681755984,1.22592672927346,3.18459838254272,0.0885903302005359,0.0960213801031919,3.7313878584146,0.257532943144792,0.31340377234366,8.07600754684703
2:203:25,PISY,20,40,0.6,6,5,2,7.4727393569972,1.68988517426958,1.31383136824679,2.92213236500048,0.237709333944262,0.113010301330796,1.08533646811182,0.26049130709267,0.265301381964486,8.38964391000384
4:254:5,PISY,15,25,0.6,4,3,1,4.43036232214667,1.50453381255742,1.06346313510869,1.75668340912486,0.195713937196932,0.064424012826065,0.819948393115952,0.156897337674377,0.0741265052923514,8.49421731670899
3:110:23,PISY,35,150,0.8,14,12,1,30.1093161653894,3.02504809416891,1.90107937483184,8.56914319630886,0.162590835689257,0.377968492959867,2.49322505736868,0.566902670693722,1.48046650886034,7.75146948886906
5:39:15,PISY,30,100,0.8,12,10,1,19.7560654158422,2.36947026105203,1.54339502560299,5.89526791633513,0.149591766856799,0.270609908868815,2.22309931824385,0.471975988981169,1.1544804059133,6.61454655306064
3:9:25,PISY,10,10,0.5,2,2,1,1.63600252049582,1.08733836857752,0.739822024651047,0.787891200198052,0.227498712320435,0.0251518428981863,0.343484703322353,0.103928920804612,0.00501016158669407,6.04601528062422
1:69:7,PISY,20,30,0.4,10,6,1,5.52715637532403,1.29095349093428,0.766602251373319,2.12704386732006,0.557021633936126,0.140797105817142,1.79633673208131,0.40930363890648,0.032761528313359,3.88632090547623
4:109:1,PISY,10,25,0.5,8,4,1,4.09000630123954,2.71834592144379,1.84955506162762,1.96972800049513,0.227498712320435,0.0251518428981863,1.83187080216302,0.253783306843715,0.00501016158669407,5.55548443824273
4:94:7,PISY,35,310,0.9,18,18,2,62.671534009351,6.09470157721723,4.18102695294109,19.4299005352844,0.12405697299098,0.298318955631301,2.92788607236199,0.790504861573701,1.43687576830255,11.4633658147771
3:146:5,PISY,40,110,0.6,12,12,2,22.3047794452536,2.15651573863822,1.46341884528404,6.96844812797354,0.34917181412379,0.527138953519926,1.75022694684806,0.620803497179561,1.21366660206535,7.07756396153102
1:252:17,PISY,27,110,0.9,12,9,2,21.6127558256295,2.85744459135051,2.07333156258194,7.27068390904251,0.107641679633288,0.168906022003375,2.50345830755546,0.411661498084833,0.883510821059242,10.2519126131942
2:285:17,PISY,15,25,0.5,6,5,1,4.41296708978343,1.54518747852982,1.03890898121017,1.8067159224674,0.292539802860418,0.0685153239454645,1.00881775285163,0.282609822269244,0.0360967390378308,4.26232989487333
7:40:3,PISY,35,230,0.8,16,16,2,46.3962034474693,4.7409341578384,3.35374692901442,14.5142575297838,0.166163472902997,0.332867474004985,2.52139927022285,0.736915415818034,1.65144403647926,9.98970444792386
2:388:8,PISY,35,130,0.6,18,15,0,25.7928108355445,2.76187794182655,1.50328440283434,6.80842026822669,0.310625814229914,0.526100261481872,2.81647334192189,0.81927688826951,0.858982789235695,3.86797069535719
6:166:17,PISY,8,10,0.75,0,1,1,1.57737180106991,1.38380770915451,1.00080284350644,0.783383916151254,0.0787667425274464,0.011830501918144,0,0,0.00462759356902161,NA
7:52:13,PISY,35,80,0.45,14,11,4,16.0729425438977,1.91404673618597,1.49098933060134,6.41688236644545,0.631770667888765,0.351697898493388,2.0999988120861,0.683987967642854,0.366570907754951,7.97482365575894
6:174:2,PISY,40,100,0.75,12,10,2,20.3694621323498,1.85352187611564,1.27307460886114,6.1752493078856,0.208141901928795,0.462969265432558,2.16630372915295,0.485790194648314,1.82794817337355,8.13722945768891
4:151:2,PISY,15,35,0.5,8,7,3,6.23536328530874,2.25335323460206,1.88950181062209,3.04563851575414,0.304650100866765,0.0540506243392251,1.25277190585627,0.39664996004315,0.044263885518801,5.56845387172963
5:37:5,PISY,15,30,0.6,10,6,3,5.36566467518296,1.88062956587181,1.6578508710252,2.53825467094395,0.203815925645258,0.0508230555613911,2.11349072102751,0.341454478244472,0.0908981595465088,5.7207941479962
2:340:9,PISY,30,100,0.7,12,11,1,19.7043591668754,2.47177385902273,1.62785324156655,5.96644891028272,0.205801764476667,0.298432665219847,1.97514262518071,0.540597045971622,1.07603357790286,5.85040994782181
